PC_Test_ID,Batch_ID,Product,Production_Line,Test_Date,Month_Year,Analyst,pH_Value,pH_Min,pH_Max,pH_Result,Moisture_Pct,Moisture_Limit,Moisture_Result,Purity_Pct,Purity_Min,Purity_Result,Overall_Status
PHY-0421,BCH-2023-0421,Banana Chips,Line A,2023-11-09 00:00:00,Nov-2023,Divya N.,5.91,4.5,6.5,PASS,5.51,3.5,FAIL,98.8,92,PASS,FAIL
PHY-0422,BCH-2023-0422,Sweet Potato Chips,Line B,2023-11-11 00:00:00,Nov-2023,Suresh B.,5.99,4.5,6.5,PASS,3.2,3.5,PASS,95.0,92,PASS,PASS
PHY-0423,BCH-2023-0423,Masala Peanuts,Line C,2023-11-12 00:00:00,Nov-2023,Leena D.,5.74,4.5,6.5,PASS,2.71,3.5,PASS,94.0,92,PASS,PASS
PHY-0424,BCH-2023-0424,Tapioca Crisps,Line D,2023-11-14 00:00:00,Nov-2023,Sagar A.,5.26,4.5,6.5,PASS,2.89,3.5,PASS,95.5,92,PASS,PASS
PHY-0425,BCH-2023-0425,Jackfruit Chips,Line E,2023-11-15 00:00:00,Nov-2023,Priya S.,5.97,4.5,6.5,PASS,2.23,3.5,PASS,97.3,92,PASS,PASS
PHY-0426,BCH-2023-0426,Okra Chips,Line F,2023-11-16 00:00:00,Nov-2023,Anand M.,4.55,4.5,6.5,PASS,3.17,3.5,PASS,93.1,92,PASS,PASS
PHY-0427,BCH-2023-0427,Roasted Corn,Line A,2023-11-19 00:00:00,Nov-2023,Meena R.,4.61,4.5,6.5,PASS,2.19,3.5,PASS,93.2,92,PASS,PASS
PHY-0428,BCH-2023-0428,Chickpea Snacks,Line B,2023-11-20 00:00:00,Nov-2023,Karthik V.,6.21,4.5,6.5,PASS,2.47,3.5,PASS,95.6,92,PASS,PASS
PHY-0429,BCH-2023-0429,Banana Chips,Line C,2023-11-21 00:00:00,Nov-2023,Divya N.,4.84,4.5,6.5,PASS,2.11,3.5,PASS,98.5,92,PASS,PASS
PHY-0430,BCH-2023-0430,Sweet Potato Chips,Line D,2023-11-22 00:00:00,Nov-2023,Suresh B.,4.81,4.5,6.5,PASS,0.96,3.5,PASS,98.4,92,PASS,PASS
PHY-0431,BCH-2023-0431,Masala Peanuts,Line E,2023-11-23 00:00:00,Nov-2023,Leena D.,6.39,4.5,6.5,PASS,3.89,3.5,FAIL,94.0,92,PASS,FAIL
PHY-0432,BCH-2023-0432,Tapioca Crisps,Line F,2023-11-26 00:00:00,Nov-2023,Sagar A.,4.66,4.5,6.5,PASS,1.22,3.5,PASS,94.8,92,PASS,PASS
PHY-0433,BCH-2023-0433,Jackfruit Chips,Line A,2023-11-28 00:00:00,Nov-2023,Priya S.,5.36,4.5,6.5,PASS,1.4,3.5,PASS,93.3,92,PASS,PASS
PHY-0434,BCH-2023-0434,Okra Chips,Line B,2023-11-29 00:00:00,Nov-2023,Anand M.,6.33,4.5,6.5,PASS,2.02,3.5,PASS,94.0,92,PASS,PASS
PHY-0435,BCH-2023-0435,Roasted Corn,Line C,2023-12-02 00:00:00,Dec-2023,Meena R.,5.91,4.5,6.5,PASS,1.79,3.5,PASS,93.9,92,PASS,PASS
PHY-0436,BCH-2023-0436,Chickpea Snacks,Line D,2023-12-05 00:00:00,Dec-2023,Karthik V.,4.63,4.5,6.5,PASS,2.93,3.5,PASS,97.6,92,PASS,PASS
PHY-0437,BCH-2023-0437,Banana Chips,Line E,2023-12-06 00:00:00,Dec-2023,Divya N.,5.59,4.5,6.5,PASS,1.55,3.5,PASS,94.9,92,PASS,PASS
PHY-0438,BCH-2023-0438,Sweet Potato Chips,Line F,2023-12-07 00:00:00,Dec-2023,Suresh B.,4.84,4.5,6.5,PASS,3.84,3.5,FAIL,94.5,92,PASS,FAIL
PHY-0439,BCH-2023-0439,Masala Peanuts,Line A,2023-12-10 00:00:00,Dec-2023,Leena D.,3.87,4.5,6.5,FAIL,6.17,3.5,FAIL,93.9,92,PASS,FAIL
PHY-0440,BCH-2023-0440,Tapioca Crisps,Line B,2023-12-11 00:00:00,Dec-2023,Sagar A.,5.75,4.5,6.5,PASS,1.62,3.5,PASS,98.2,92,PASS,PASS
PHY-0441,BCH-2023-0441,Jackfruit Chips,Line C,2023-12-12 00:00:00,Dec-2023,Priya S.,5.94,4.5,6.5,PASS,2.63,3.5,PASS,93.4,92,PASS,PASS
PHY-0442,BCH-2023-0442,Okra Chips,Line D,2023-12-13 00:00:00,Dec-2023,Anand M.,5.69,4.5,6.5,PASS,3.01,3.5,PASS,94.8,92,PASS,PASS
PHY-0443,BCH-2023-0443,Roasted Corn,Line E,2023-12-15 00:00:00,Dec-2023,Meena R.,4.85,4.5,6.5,PASS,1.69,3.5,PASS,97.3,92,PASS,PASS
PHY-0444,BCH-2023-0444,Chickpea Snacks,Line F,2023-12-17 00:00:00,Dec-2023,Karthik V.,5.71,4.5,6.5,PASS,3.08,3.5,PASS,96.2,92,PASS,PASS
PHY-0445,BCH-2023-0445,Banana Chips,Line A,2023-12-18 00:00:00,Dec-2023,Divya N.,5.8,4.5,6.5,PASS,1.91,3.5,PASS,97.1,92,PASS,PASS
PHY-0446,BCH-2023-0446,Sweet Potato Chips,Line B,2023-12-19 00:00:00,Dec-2023,Suresh B.,3.8,4.5,6.5,FAIL,7.08,3.5,FAIL,97.3,92,PASS,FAIL
PHY-0447,BCH-2023-0447,Masala Peanuts,Line C,2023-12-20 00:00:00,Dec-2023,Leena D.,4.67,4.5,6.5,PASS,1.31,3.5,PASS,95.6,92,PASS,PASS
PHY-0448,BCH-2023-0448,Tapioca Crisps,Line D,2023-12-23 00:00:00,Dec-2023,Sagar A.,4.87,4.5,6.5,PASS,1.04,3.5,PASS,98.0,92,PASS,PASS
PHY-0449,BCH-2023-0449,Jackfruit Chips,Line E,2023-12-24 00:00:00,Dec-2023,Priya S.,5.98,4.5,6.5,PASS,2.27,3.5,PASS,94.6,92,PASS,PASS
PHY-0450,BCH-2023-0450,Okra Chips,Line F,2023-12-25 00:00:00,Dec-2023,Anand M.,5.09,4.5,6.5,PASS,0.91,3.5,PASS,96.1,92,PASS,PASS
PHY-0451,BCH-2023-0451,Roasted Corn,Line A,2024-01-01 00:00:00,Dec-2023,Meena R.,4.85,4.5,6.5,PASS,2.34,3.5,PASS,94.1,92,PASS,PASS
PHY-0452,BCH-2023-0452,Chickpea Snacks,Line B,2024-01-02 00:00:00,Jan-2024,Karthik V.,5.71,4.5,6.5,PASS,1.56,3.5,PASS,95.4,92,PASS,PASS
PHY-0453,BCH-2023-0453,Banana Chips,Line C,2024-01-03 00:00:00,Jan-2024,Divya N.,4.79,4.5,6.5,PASS,2.76,3.5,PASS,95.3,92,PASS,PASS
PHY-0454,BCH-2023-0454,Sweet Potato Chips,Line D,2024-01-04 00:00:00,Jan-2024,Suresh B.,5.94,4.5,6.5,PASS,1.38,3.5,PASS,96.5,92,PASS,PASS
PHY-0455,BCH-2023-0455,Masala Peanuts,Line E,2024-01-05 00:00:00,Jan-2024,Leena D.,5.7,4.5,6.5,PASS,2.4,3.5,PASS,92.8,92,PASS,PASS
PHY-0456,BCH-2023-0456,Tapioca Crisps,Line F,2024-01-06 00:00:00,Jan-2024,Sagar A.,4.89,4.5,6.5,PASS,2.51,3.5,PASS,92.7,92,PASS,PASS
PHY-0457,BCH-2023-0457,Jackfruit Chips,Line A,2024-01-07 00:00:00,Jan-2024,Priya S.,5.76,4.5,6.5,PASS,2.05,3.5,PASS,94.2,92,PASS,PASS
PHY-0458,BCH-2023-0458,Okra Chips,Line B,2024-01-08 00:00:00,Jan-2024,Anand M.,4.56,4.5,6.5,PASS,1.46,3.5,PASS,94.8,92,PASS,PASS
PHY-0459,BCH-2023-0459,Roasted Corn,Line C,2024-01-09 00:00:00,Jan-2024,Meena R.,5.12,4.5,6.5,PASS,0.98,3.5,PASS,96.6,92,PASS,PASS
PHY-0460,BCH-2023-0460,Chickpea Snacks,Line D,2024-01-10 00:00:00,Jan-2024,Karthik V.,4.61,4.5,6.5,PASS,4.06,3.5,FAIL,94.4,92,PASS,FAIL
PHY-0461,BCH-2023-0461,Banana Chips,Line E,2024-01-11 00:00:00,Jan-2024,Divya N.,6.1,4.5,6.5,PASS,0.95,3.5,PASS,98.9,92,PASS,PASS
PHY-0462,BCH-2023-0462,Sweet Potato Chips,Line F,2024-01-12 00:00:00,Jan-2024,Suresh B.,6.36,4.5,6.5,PASS,2.18,3.5,PASS,98.5,92,PASS,PASS
PHY-0463,BCH-2023-0463,Masala Peanuts,Line A,2024-01-13 00:00:00,Jan-2024,Leena D.,4.59,4.5,6.5,PASS,2.16,3.5,PASS,93.5,92,PASS,PASS
PHY-0464,BCH-2023-0464,Tapioca Crisps,Line B,2024-01-14 00:00:00,Jan-2024,Sagar A.,4.52,4.5,6.5,PASS,1.56,3.5,PASS,98.5,92,PASS,PASS
PHY-0465,BCH-2023-0465,Jackfruit Chips,Line C,2024-01-19 00:00:00,Jan-2024,Priya S.,6.14,4.5,6.5,PASS,1.75,3.5,PASS,97.6,92,PASS,PASS
PHY-0466,BCH-2023-0466,Okra Chips,Line D,2024-01-21 00:00:00,Jan-2024,Anand M.,6.22,4.5,6.5,PASS,2.94,3.5,PASS,94.2,92,PASS,PASS
PHY-0467,BCH-2023-0467,Roasted Corn,Line E,2024-01-22 00:00:00,Jan-2024,Meena R.,6.07,4.5,6.5,PASS,2.1,3.5,PASS,98.8,92,PASS,PASS
PHY-0468,BCH-2023-0468,Chickpea Snacks,Line F,2024-01-23 00:00:00,Jan-2024,Karthik V.,6.06,4.5,6.5,PASS,2.74,3.5,PASS,95.7,92,PASS,PASS
PHY-0469,BCH-2023-0469,Banana Chips,Line A,2024-01-25 00:00:00,Jan-2024,Divya N.,4.84,4.5,6.5,PASS,3.18,3.5,PASS,99.0,92,PASS,PASS
PHY-0470,BCH-2023-0470,Sweet Potato Chips,Line B,2024-01-26 00:00:00,Jan-2024,Suresh B.,4.74,4.5,6.5,PASS,2.81,3.5,PASS,93.5,92,PASS,PASS
PHY-0471,BCH-2023-0471,Masala Peanuts,Line C,2024-01-27 00:00:00,Jan-2024,Leena D.,5.29,4.5,6.5,PASS,1.55,3.5,PASS,92.8,92,PASS,PASS
PHY-0472,BCH-2023-0472,Tapioca Crisps,Line D,2024-01-28 00:00:00,Jan-2024,Sagar A.,5.76,4.5,6.5,PASS,3.05,3.5,PASS,96.7,92,PASS,PASS
PHY-0473,BCH-2023-0473,Jackfruit Chips,Line E,2024-01-29 00:00:00,Jan-2024,Priya S.,4.98,4.5,6.5,PASS,1.58,3.5,PASS,92.8,92,PASS,PASS
PHY-0474,BCH-2023-0474,Okra Chips,Line F,2024-01-30 00:00:00,Jan-2024,Anand M.,6.23,4.5,6.5,PASS,1.59,3.5,PASS,93.7,92,PASS,PASS
PHY-0475,BCH-2023-0475,Roasted Corn,Line A,2024-01-31 00:00:00,Jan-2024,Meena R.,4.53,4.5,6.5,PASS,2.14,3.5,PASS,95.1,92,PASS,PASS
PHY-0476,BCH-2023-0476,Chickpea Snacks,Line B,2024-02-01 00:00:00,Jan-2024,Karthik V.,6.32,4.5,6.5,PASS,3.05,3.5,PASS,95.4,92,PASS,PASS
PHY-0477,BCH-2023-0477,Banana Chips,Line C,2024-02-02 00:00:00,Feb-2024,Divya N.,5.57,4.5,6.5,PASS,3.28,3.5,PASS,92.5,92,PASS,PASS
PHY-0478,BCH-2023-0478,Sweet Potato Chips,Line D,2024-02-03 00:00:00,Feb-2024,Suresh B.,6.14,4.5,6.5,PASS,1.65,3.5,PASS,95.0,92,PASS,PASS
PHY-0479,BCH-2023-0479,Masala Peanuts,Line E,2024-02-04 00:00:00,Feb-2024,Leena D.,6.06,4.5,6.5,PASS,6.47,3.5,FAIL,97.1,92,PASS,FAIL
PHY-0480,BCH-2023-0480,Tapioca Crisps,Line F,2024-02-06 00:00:00,Feb-2024,Sagar A.,4.62,4.5,6.5,PASS,2.88,3.5,PASS,97.2,92,PASS,PASS
PHY-0481,BCH-2023-0481,Jackfruit Chips,Line A,2024-02-09 00:00:00,Feb-2024,Priya S.,5.71,4.5,6.5,PASS,1.83,3.5,PASS,93.1,92,PASS,PASS
PHY-0482,BCH-2023-0482,Okra Chips,Line B,2024-02-10 00:00:00,Feb-2024,Anand M.,6.01,4.5,6.5,PASS,2.73,3.5,PASS,95.8,92,PASS,PASS
PHY-0483,BCH-2023-0483,Roasted Corn,Line C,2024-02-11 00:00:00,Feb-2024,Meena R.,5.36,4.5,6.5,PASS,0.91,3.5,PASS,94.7,92,PASS,PASS
PHY-0484,BCH-2023-0484,Chickpea Snacks,Line D,2024-02-13 00:00:00,Feb-2024,Karthik V.,4.56,4.5,6.5,PASS,1.14,3.5,PASS,92.5,92,PASS,PASS
PHY-0485,BCH-2023-0485,Banana Chips,Line E,2024-02-14 00:00:00,Feb-2024,Divya N.,4.81,4.5,6.5,PASS,1.36,3.5,PASS,94.2,92,PASS,PASS
PHY-0486,BCH-2023-0486,Sweet Potato Chips,Line F,2024-02-15 00:00:00,Feb-2024,Suresh B.,4.56,4.5,6.5,PASS,1.57,3.5,PASS,95.5,92,PASS,PASS
PHY-0487,BCH-2023-0487,Masala Peanuts,Line A,2024-02-20 00:00:00,Feb-2024,Leena D.,6.39,4.5,6.5,PASS,1.41,3.5,PASS,92.2,92,PASS,PASS
PHY-0488,BCH-2023-0488,Tapioca Crisps,Line B,2024-02-21 00:00:00,Feb-2024,Sagar A.,5.79,4.5,6.5,PASS,1.85,3.5,PASS,93.0,92,PASS,PASS
PHY-0489,BCH-2023-0489,Jackfruit Chips,Line C,2024-02-22 00:00:00,Feb-2024,Priya S.,4.65,4.5,6.5,PASS,2.75,3.5,PASS,97.8,92,PASS,PASS
PHY-0490,BCH-2023-0490,Okra Chips,Line D,2024-02-23 00:00:00,Feb-2024,Anand M.,6.4,4.5,6.5,PASS,2.93,3.5,PASS,95.1,92,PASS,PASS
PHY-0491,BCH-2023-0491,Roasted Corn,Line E,2024-02-24 00:00:00,Feb-2024,Meena R.,6.07,4.5,6.5,PASS,1.51,3.5,PASS,97.5,92,PASS,PASS
PHY-0492,BCH-2023-0492,Chickpea Snacks,Line F,2024-02-25 00:00:00,Feb-2024,Karthik V.,6.06,4.5,6.5,PASS,1.52,3.5,PASS,96.3,92,PASS,PASS
PHY-0493,BCH-2023-0493,Banana Chips,Line A,2024-02-26 00:00:00,Feb-2024,Divya N.,3.24,4.5,6.5,FAIL,3.81,3.5,FAIL,93.1,92,PASS,FAIL
PHY-0494,BCH-2023-0494,Sweet Potato Chips,Line B,2024-03-02 00:00:00,Mar-2024,Suresh B.,4.93,4.5,6.5,PASS,2.23,3.5,PASS,93.8,92,PASS,PASS
PHY-0495,BCH-2023-0495,Masala Peanuts,Line C,2024-03-03 00:00:00,Mar-2024,Leena D.,3.72,4.5,6.5,FAIL,2.72,3.5,PASS,95.7,92,PASS,FAIL
PHY-0496,BCH-2023-0496,Tapioca Crisps,Line D,2024-03-04 00:00:00,Mar-2024,Sagar A.,4.88,4.5,6.5,PASS,1.11,3.5,PASS,95.6,92,PASS,PASS
PHY-0497,BCH-2023-0497,Jackfruit Chips,Line E,2024-03-05 00:00:00,Mar-2024,Priya S.,5.53,4.5,6.5,PASS,2.95,3.5,PASS,93.1,92,PASS,PASS
PHY-0498,BCH-2023-0498,Okra Chips,Line F,2024-03-07 00:00:00,Mar-2024,Anand M.,5.46,4.5,6.5,PASS,2.56,3.5,PASS,92.7,92,PASS,PASS
PHY-0499,BCH-2023-0499,Roasted Corn,Line A,2024-03-08 00:00:00,Mar-2024,Meena R.,5.11,4.5,6.5,PASS,2.46,3.5,PASS,96.3,92,PASS,PASS
PHY-0500,BCH-2023-0500,Chickpea Snacks,Line B,2024-03-09 00:00:00,Mar-2024,Karthik V.,5.74,4.5,6.5,PASS,2.66,3.5,PASS,94.5,92,PASS,PASS
PHY-0501,BCH-2023-0501,Banana Chips,Line C,2024-03-12 00:00:00,Mar-2024,Divya N.,6.29,4.5,6.5,PASS,2.74,3.5,PASS,98.1,92,PASS,PASS
PHY-0502,BCH-2023-0502,Sweet Potato Chips,Line D,2024-03-13 00:00:00,Mar-2024,Suresh B.,5.64,4.5,6.5,PASS,3.1,3.5,PASS,94.3,92,PASS,PASS
PHY-0503,BCH-2023-0503,Masala Peanuts,Line E,2024-03-15 00:00:00,Mar-2024,Leena D.,5.49,4.5,6.5,PASS,2.03,3.5,PASS,95.7,92,PASS,PASS
PHY-0504,BCH-2023-0504,Tapioca Crisps,Line F,2024-03-16 00:00:00,Mar-2024,Sagar A.,5.43,4.5,6.5,PASS,1.08,3.5,PASS,95.9,92,PASS,PASS
PHY-0505,BCH-2023-0505,Jackfruit Chips,Line A,2024-03-18 00:00:00,Mar-2024,Priya S.,5.37,4.5,6.5,PASS,1.18,3.5,PASS,95.1,92,PASS,PASS
PHY-0506,BCH-2023-0506,Okra Chips,Line B,2024-03-19 00:00:00,Mar-2024,Anand M.,5.72,4.5,6.5,PASS,2.69,3.5,PASS,95.1,92,PASS,PASS
PHY-0507,BCH-2023-0507,Roasted Corn,Line C,2024-03-21 00:00:00,Mar-2024,Meena R.,5.33,4.5,6.5,PASS,2.97,3.5,PASS,94.5,92,PASS,PASS
PHY-0508,BCH-2023-0508,Chickpea Snacks,Line D,2024-03-24 00:00:00,Mar-2024,Karthik V.,3.31,4.5,6.5,FAIL,5.32,3.5,FAIL,96.9,92,PASS,FAIL
PHY-0509,BCH-2023-0509,Banana Chips,Line E,2024-03-29 00:00:00,Mar-2024,Divya N.,5.1,4.5,6.5,PASS,2.36,3.5,PASS,94.0,92,PASS,PASS
PHY-0510,BCH-2023-0510,Sweet Potato Chips,Line F,2024-04-03 00:00:00,Apr-2024,Suresh B.,5.76,4.5,6.5,PASS,1.92,3.5,PASS,94.5,92,PASS,PASS
PHY-0511,BCH-2023-0511,Masala Peanuts,Line A,2024-04-04 00:00:00,Apr-2024,Leena D.,6.0,4.5,6.5,PASS,3.19,3.5,PASS,92.6,92,PASS,PASS
PHY-0512,BCH-2023-0512,Tapioca Crisps,Line B,2024-04-05 00:00:00,Apr-2024,Sagar A.,6.3,4.5,6.5,PASS,1.02,3.5,PASS,95.8,92,PASS,PASS
PHY-0513,BCH-2023-0513,Jackfruit Chips,Line C,2024-04-08 00:00:00,Apr-2024,Priya S.,5.96,4.5,6.5,PASS,1.7,3.5,PASS,94.9,92,PASS,PASS
PHY-0514,BCH-2023-0514,Okra Chips,Line D,2024-04-11 00:00:00,Apr-2024,Anand M.,6.3,4.5,6.5,PASS,1.78,3.5,PASS,94.1,92,PASS,PASS
PHY-0515,BCH-2023-0515,Roasted Corn,Line E,2024-04-12 00:00:00,Apr-2024,Meena R.,5.81,4.5,6.5,PASS,1.21,3.5,PASS,97.4,92,PASS,PASS
PHY-0516,BCH-2023-0516,Chickpea Snacks,Line F,2024-04-13 00:00:00,Apr-2024,Karthik V.,5.86,4.5,6.5,PASS,3.07,3.5,PASS,97.9,92,PASS,PASS
PHY-0517,BCH-2023-0517,Banana Chips,Line A,2024-04-14 00:00:00,Apr-2024,Divya N.,5.1,4.5,6.5,PASS,2.07,3.5,PASS,93.3,92,PASS,PASS
PHY-0518,BCH-2023-0518,Sweet Potato Chips,Line B,2024-04-15 00:00:00,Apr-2024,Suresh B.,4.77,4.5,6.5,PASS,3.26,3.5,PASS,97.8,92,PASS,PASS
PHY-0519,BCH-2023-0519,Masala Peanuts,Line C,2024-04-16 00:00:00,Apr-2024,Leena D.,5.3,4.5,6.5,PASS,2.13,3.5,PASS,93.1,92,PASS,PASS
PHY-0520,BCH-2023-0520,Tapioca Crisps,Line D,2024-04-17 00:00:00,Apr-2024,Sagar A.,6.35,4.5,6.5,PASS,1.93,3.5,PASS,98.2,92,PASS,PASS
PHY-0521,BCH-2023-0521,Jackfruit Chips,Line E,2024-04-18 00:00:00,Apr-2024,Priya S.,6.06,4.5,6.5,PASS,1.74,3.5,PASS,95.9,92,PASS,PASS
PHY-0522,BCH-2023-0522,Okra Chips,Line F,2024-04-19 00:00:00,Apr-2024,Anand M.,5.57,4.5,6.5,PASS,2.71,3.5,PASS,95.5,92,PASS,PASS
PHY-0523,BCH-2023-0523,Roasted Corn,Line A,2024-04-22 00:00:00,Apr-2024,Meena R.,6.24,4.5,6.5,PASS,1.35,3.5,PASS,92.9,92,PASS,PASS
PHY-0524,BCH-2023-0524,Chickpea Snacks,Line B,2024-04-23 00:00:00,Apr-2024,Karthik V.,5.84,4.5,6.5,PASS,2.79,3.5,PASS,92.4,92,PASS,PASS
PHY-0525,BCH-2023-0525,Banana Chips,Line C,2024-04-24 00:00:00,Apr-2024,Divya N.,6.02,4.5,6.5,PASS,0.97,3.5,PASS,95.3,92,PASS,PASS
PHY-0526,BCH-2023-0526,Sweet Potato Chips,Line D,2024-04-25 00:00:00,Apr-2024,Suresh B.,6.24,4.5,6.5,PASS,2.37,3.5,PASS,96.7,92,PASS,PASS
PHY-0527,BCH-2023-0527,Masala Peanuts,Line E,2024-04-26 00:00:00,Apr-2024,Leena D.,5.72,4.5,6.5,PASS,1.43,3.5,PASS,95.1,92,PASS,PASS
PHY-0528,BCH-2023-0528,Tapioca Crisps,Line F,2024-04-27 00:00:00,Apr-2024,Sagar A.,6.36,4.5,6.5,PASS,2.72,3.5,PASS,95.9,92,PASS,PASS
PHY-0529,BCH-2023-0529,Jackfruit Chips,Line A,2024-04-28 00:00:00,Apr-2024,Priya S.,5.19,4.5,6.5,PASS,1.55,3.5,PASS,94.0,92,PASS,PASS
PHY-0530,BCH-2023-0530,Okra Chips,Line B,2024-04-29 00:00:00,Apr-2024,Anand M.,4.85,4.5,6.5,PASS,1.67,3.5,PASS,99.0,92,PASS,PASS
PHY-0531,BCH-2023-0531,Roasted Corn,Line C,2024-04-30 00:00:00,Apr-2024,Meena R.,5.23,4.5,6.5,PASS,2.62,3.5,PASS,96.3,92,PASS,PASS
PHY-0532,BCH-2023-0532,Chickpea Snacks,Line D,2024-05-02 00:00:00,May-2024,Karthik V.,5.22,4.5,6.5,PASS,2.32,3.5,PASS,97.9,92,PASS,PASS
PHY-0533,BCH-2023-0533,Banana Chips,Line E,2024-05-03 00:00:00,May-2024,Divya N.,4.59,4.5,6.5,PASS,1.44,3.5,PASS,92.9,92,PASS,PASS
PHY-0534,BCH-2023-0534,Sweet Potato Chips,Line F,2024-05-04 00:00:00,May-2024,Suresh B.,5.55,4.5,6.5,PASS,1.02,3.5,PASS,93.5,92,PASS,PASS
PHY-0535,BCH-2023-0535,Masala Peanuts,Line A,2024-05-05 00:00:00,May-2024,Leena D.,4.87,4.5,6.5,PASS,2.31,3.5,PASS,94.8,92,PASS,PASS
PHY-0536,BCH-2023-0536,Tapioca Crisps,Line B,2024-05-08 00:00:00,May-2024,Sagar A.,4.88,4.5,6.5,PASS,2.3,3.5,PASS,96.6,92,PASS,PASS
PHY-0537,BCH-2023-0537,Jackfruit Chips,Line C,2024-05-09 00:00:00,May-2024,Priya S.,4.94,4.5,6.5,PASS,2.55,3.5,PASS,94.0,92,PASS,PASS
PHY-0538,BCH-2023-0538,Okra Chips,Line D,2024-05-11 00:00:00,May-2024,Anand M.,5.33,4.5,6.5,PASS,2.92,3.5,PASS,93.5,92,PASS,PASS
PHY-0539,BCH-2023-0539,Roasted Corn,Line E,2024-05-13 00:00:00,May-2024,Meena R.,5.71,4.5,6.5,PASS,5.62,3.5,FAIL,98.7,92,PASS,FAIL
PHY-0540,BCH-2023-0540,Chickpea Snacks,Line F,2024-05-14 00:00:00,May-2024,Karthik V.,5.88,4.5,6.5,PASS,3.09,3.5,PASS,95.0,92,PASS,PASS
PHY-0541,BCH-2023-0541,Banana Chips,Line A,2024-05-15 00:00:00,May-2024,Divya N.,6.12,4.5,6.5,PASS,2.66,3.5,PASS,95.7,92,PASS,PASS
PHY-0542,BCH-2023-0542,Sweet Potato Chips,Line B,2024-05-16 00:00:00,May-2024,Suresh B.,4.83,4.5,6.5,PASS,1.8,3.5,PASS,95.1,92,PASS,PASS
PHY-0543,BCH-2023-0543,Masala Peanuts,Line C,2024-05-17 00:00:00,May-2024,Leena D.,5.82,4.5,6.5,PASS,2.11,3.5,PASS,96.4,92,PASS,PASS
PHY-0544,BCH-2023-0544,Tapioca Crisps,Line D,2024-05-18 00:00:00,May-2024,Sagar A.,5.77,4.5,6.5,PASS,1.4,3.5,PASS,92.3,92,PASS,PASS
PHY-0545,BCH-2023-0545,Jackfruit Chips,Line E,2024-05-21 00:00:00,May-2024,Priya S.,5.58,4.5,6.5,PASS,2.91,3.5,PASS,93.8,92,PASS,PASS
PHY-0546,BCH-2023-0546,Okra Chips,Line F,2024-05-22 00:00:00,May-2024,Anand M.,4.58,4.5,6.5,PASS,1.59,3.5,PASS,98.7,92,PASS,PASS
PHY-0547,BCH-2023-0547,Roasted Corn,Line A,2024-05-23 00:00:00,May-2024,Meena R.,6.1,4.5,6.5,PASS,1.67,3.5,PASS,97.8,92,PASS,PASS
PHY-0548,BCH-2023-0548,Chickpea Snacks,Line B,2024-05-24 00:00:00,May-2024,Karthik V.,5.54,4.5,6.5,PASS,1.74,3.5,PASS,97.3,92,PASS,PASS
PHY-0549,BCH-2023-0549,Banana Chips,Line C,2024-05-25 00:00:00,May-2024,Divya N.,5.95,4.5,6.5,PASS,1.55,3.5,PASS,93.4,92,PASS,PASS
PHY-0550,BCH-2023-0550,Sweet Potato Chips,Line D,2024-05-26 00:00:00,May-2024,Suresh B.,4.59,4.5,6.5,PASS,1.51,3.5,PASS,94.7,92,PASS,PASS
PHY-0551,BCH-2023-0551,Masala Peanuts,Line E,2024-05-27 00:00:00,May-2024,Leena D.,4.0,4.5,6.5,FAIL,3.77,3.5,FAIL,98.8,92,PASS,FAIL
PHY-0552,BCH-2023-0552,Tapioca Crisps,Line F,2024-05-29 00:00:00,May-2024,Sagar A.,5.05,4.5,6.5,PASS,1.96,3.5,PASS,98.1,92,PASS,PASS
PHY-0553,BCH-2023-0553,Jackfruit Chips,Line A,2024-05-30 00:00:00,May-2024,Priya S.,6.26,4.5,6.5,PASS,2.3,3.5,PASS,92.8,92,PASS,PASS
PHY-0554,BCH-2023-0554,Okra Chips,Line B,2024-06-01 00:00:00,May-2024,Anand M.,5.6,4.5,6.5,PASS,3.16,3.5,PASS,93.3,92,PASS,PASS
PHY-0555,BCH-2023-0555,Roasted Corn,Line C,2024-06-02 00:00:00,Jun-2024,Meena R.,3.93,4.5,6.5,FAIL,1.55,3.5,PASS,96.0,92,PASS,FAIL
PHY-0556,BCH-2023-0556,Chickpea Snacks,Line D,2024-06-03 00:00:00,Jun-2024,Karthik V.,5.93,4.5,6.5,PASS,6.82,3.5,FAIL,96.4,92,PASS,FAIL
PHY-0557,BCH-2023-0557,Banana Chips,Line E,2024-06-04 00:00:00,Jun-2024,Divya N.,6.11,4.5,6.5,PASS,3.58,3.5,FAIL,97.1,92,PASS,FAIL
PHY-0558,BCH-2023-0558,Sweet Potato Chips,Line F,2024-06-05 00:00:00,Jun-2024,Suresh B.,6.34,4.5,6.5,PASS,2.43,3.5,PASS,96.5,92,PASS,PASS
PHY-0559,BCH-2023-0559,Masala Peanuts,Line A,2024-06-08 00:00:00,Jun-2024,Leena D.,4.76,4.5,6.5,PASS,3.33,3.5,PASS,85.1,92,FAIL,FAIL
PHY-0560,BCH-2023-0560,Tapioca Crisps,Line B,2024-06-09 00:00:00,Jun-2024,Sagar A.,5.57,4.5,6.5,PASS,4.78,3.5,FAIL,92.3,92,PASS,FAIL
PHY-0561,BCH-2023-0561,Jackfruit Chips,Line C,2024-06-10 00:00:00,Jun-2024,Priya S.,5.24,4.5,6.5,PASS,2.48,3.5,PASS,87.9,92,FAIL,FAIL
